Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND35821,Irene Barnes,36.0,13099.0,31-03-2014,Todd Roberts,European,Chief Design Engineer,High,Silver,125353.08,15580.8,1.0,2478.36,731631.33,207011.52,122426.17,70116.81,668.76,500477.87,3.0,2.0,2.0,1.0,11.0
IND44974,Donna Martin,77.0,22806.0,30-07-2002,Bobby Burton,European,Media Manager III,Mid,Silver,46485.8,28551.64,1.0,232.08,512394.01,225281.67,130718.99,114977.09,24084.22,667723.73,3.0,2.0,2.0,2.0,12.0
IND24341,Jacqueline Wells,46.0,38239.0,28-07-2014,Chris Armstrong,,Accounting Assistant I,Mid,Jade,54599.92,,1.0,2993.76,551546.35,275577.72,112855.64,89759.6,35534.52,600977.16,3.0,2.0,3.0,1.0,13.0
IND60293,Frances Cox,66.0,29051.0,30-07-2018,Bruce Porter,European,Statistician I,High,Jade,185334.79,54576.28,2.0,608.72,147615.39,97134.3,107594.92,38076.65,25101.45,877758.23,0.0,2.0,3.0,2.0,14.0
IND46675,Jose Williamson,31.0,40157.0,18-01-2001,Victor Martinez,Asian,Data Coordiator,High,Silver,68488.91,13326.12,1.0,1398.85,345182.34,802404.79,479943.05,213274.69,28291.98,862147.51,0.0,2.0,3.0,1.0,15.0
IND17984,Gary Bell,18.0,31814.0,med,CLICK ,European,Office Assistant IV,High,,158424.74,28804.72,1.0,1556.18,966712.93,600275.72,240874.97,76391.78,68672.55,835554.75,1.0,2.0,3.0,2.0,16.0
IND23002,,44.0,11734.0,2018-05-03,Joe Price,Asian,Account Representative II,Mid,Jade,67064.29,13002.15,1.0,1024.47,540459.44,713832.78,418010.19,,6756.79,930370.48,1.0,1.0,3.0,1.0,17.0
IND70737,Russell Moore,74.0,31110.0,15-06-2020,Paul Larson,unknown,Structural Analysis Engineer,Mid,Jade,253484.85,18608.2,,2720.34,758463.84,2677607.1,1088893.55,696177.85,18832.26,993212.76,1.0,2.0,3.0,2.0,18.0
IND17926,Ryan Austin,21.0,16964.0,05-03-2014,Samuel Fowler,Asian,Safety Technician IV,High,Jade,178028.67,56679.84,1.0,5767.57,213942.23,979092.98,617952.12,99674.88,5526.01,2005100.84,2.0,2.0,3.0,2.0,19.0
IND30891,Douglas Freeman,28.0,33173.0,21-12-1999,Anthony Torres,American,Geological Engineer,Low,Silver,276465.9,27357.0,2.0,4708.7,1051216.87,842029.37,412422.55,290414.21,10505.97,246249.05,3.0,2.0,4.0,1.0,20.0
IND51261,Ernest Davis,32.0,6314.0,05-03-2017,Dennis Ruiz,Australian,Help Desk Operator,Mid,Gold,130585.85,32567.53,1.0,2471.93,522784.22,744629.03,342765.74,206014.03,18798.04,654281.13,3.0,1.0,4.0,2.0,21.0
IND69251,Carl King,76.0,18877.0,03-10-2012,Dennis Morris,European,Media Manager I,High,Jade,,30033.42,1.0,1431.27,390415.47,285189.07,360238.83,138691.95,5310.54,1100827.92,1.0,5.0,1.0,1.0,22.0
IND56740,George Cooper,62.0,19875.0,16-11-2020,Phillip Peters,European,Programmer Analyst I,Low,Gold,326097.43,57977.13,2.0,11795.08,,2570376.88,,1173483.34,5866.62,1123859.71,0.0,5.0,2.0,2.0,1.0
IND95612,Nicholas Meyer,57.0,6534.0,22-03-2021,sat,European,Compensation Analyst,Mid,CLICK ,94054.88,33644.92,1.0,1816.33,229582.62,349048.33,148414.25,154240.89,33071.82,843246.12,0.0,4.0,3.0,2.0,2.0
IND35099,Thomas Hanson,56.0,20679.0,21-03-2014,Donald Reynolds,African,Account Representative II,Low,Silver,42249.87,10373.1,2.0,1339.38,292045.32,0.0,0.0,0.0,26726.49,617304.56,,1.0,4.0,1.0,3.0
IND42857,Joe Baker,27.0,9805.0,29-05-2007,Gregory Simmons,Australian,Research Assistant II,High,Jade,176579.02,28374.87,1.0,4132.5,222865.58,323812.22,294814.11,143250.66,42386.44,401802.04,0.0,2.0,1.0,2.0,4.0
IND32603,Fred Baker,18.0,42615.0,02-10-2009,George Lewis,European,Human Resources Assistant IV,Mid,Jade,284451.44,39205.8,1.0,4797.09,331162.91,661146.9,589671.56,203526.03,26742.68,739135.37,2.0,2.0,1.0,2.0,8.0
IND62569,Karen Reynolds,20.0,5964.0,08-04-2014,Jesse Evans,European,Research Assistant IV,Mid,Platinum,84128.44,4384.06,1.0,2893.81,525364.66,225096.12,206774.34,51117.76,25570.79,531393.14,3.0,1.0,1.0,2.0,9.0
IND35181,Patrick Stone,71.0,3763.0,13-03-2012,George Lewis,American,Health Coach III,Mid,Platinum,251879.41,26983.64,1.0,4136.58,417909.05,2066780.57,935331.35,395554.65,48521.98,1168214.65,3.0,2.0,2.0,1.0,10.0
IND99256,Ronald Riley,83.0,40530.0,09-08-2009,Adam Hernandez,African,Geologist III,High,Gold,149878.4,15027.66,2.0,845.71,185144.59,206964.23,154282.43,277520.22,11239.64,637463.74,,2.0,2.0,1.0,11.0
IND65151,Jose Martin,47.0,21348.0,01-04-2020,Patrick Graham,European,low,Low,Jade,209683.64,33801.56,2.0,1043.25,80952.86,157298.68,124956.9,20948.66,36332.92,1027468.83,1.0,2.0,3.0,2.0,12.0
IND81182,Jonathan Larson,49.0,41356.0,05-05-2012,Todd Roberts,African,Statistician II,High,Silver,80357.94,3330.9,3.0,3933.57,733994.51,632728.68,165264.95,334543.48,5619.96,770146.78,1.0,1.0,3.0,1.0,13.0
IND89708,Jose Romero,61.0,37025.0,16-02-2006,Dennis Ruiz,Asian,Developer II,Low,Jade,93484.8,39737.4,1.0,7837.02,1333813.61,475667.32,155108.91,221805.74,53936.75,551738.63,3.0,2.0,3.0,1.0,14.0
IND63717,Karen Carr,40.0,10341.0,06-07-2015,Anthony Simpson,European,Human Resources Assistant IV,Low,Silver,357044.23,50071.08,1.0,6260.83,835844.6,113708.65,81976.0,47228.75,15764.18,677672.74,0.0,3.0,3.0,2.0,15.0
IND71868,Earl Richardson,74.0,708.0,05-12-2021,Jonathan Hawkins,European,Environmental Tech,Low,Silver,409671.26,29437.18,2.0,4704.16,606101.48,502389.9,204795.88,116349.66,22681.41,1089105.64,0.0,3.0,3.0,2.0,1.0
IND32785,Aaron Wilson,18.0,14050.0,13-04-2001,Anthony Torres,European,Programmer I,Mid,Silver,86761.12,20849.4,2.0,2760.37,1152800.59,2434167.78,753015.93,668783.22,94733.06,608463.88,0.0,3.0,3.0,2.0,2.0
IND79142,Mark Patterson,31.0,7141.0,17-03-2009,Joshua Ryan,European,Programmer II,Mid,Jade,343318.23,26468.52,1.0,10939.16,771443.04,1702162.84,1002079.74,396576.49,90515.83,1587032.0,3.0,5.0,3.0,2.0,3.0
IND59824,Daniel Porter,37.0,12543.0,fri ,Mark Montgomery,American,Payment Adjustment Coordinator,High,Jade,26102.92,6053.94,1.0,,534231.86,1099013.67,600794.14,120012.29,29252.34,513468.32,0.0,1.0,4.0,1.0,4.0
IND37278,Charles Thompson,32.0,7071.0,17-08-2018,Shawn Wallace,European,Administrative Assistant III,Low,sat,231731.4,45854.76,1.0,9450.66,1628140.28,663468.69,338504.43,80112.72,23323.55,2837008.29,0.0,3.0,4.0,1.0,5.0
IND34859,David Fernandez,38.0,10258.0,17-06-2019,Nicholas Cunningham,European,Recruiter,High,Jade,171944.38,36222.7,1.0,2227.87,144972.42,144974.24,96649.49,37512.09,,806753.3,0.0,2.0,,1.0,6.0
IND50054,Catherine Walker,28.0,26827.0,10-09-2003,Joe Hanson,European,Office Assistant II,Mid,Platinum,44716.11,22993.8,2.0,1565.44,327695.03,273886.12,226064.73,171113.61,13964.68,521488.61,3.0,1.0,2.0,1.0,7.0
IND62645,Jimmy Evans,28.0,26133.0,01-02-2007,Jonathan Hawkins,American,Structural Engineer,High,Silver,82751.25,13481.5,1.0,1854.19,193510.14,235512.87,53180.33,91850.02,14762.59,496955.58,2.0,1.0,3.0,2.0,8.0
IND41646,Joseph Gray,64.0,19424.0,29-01-2021,Nicholas Simmons,American,Computer Systems Analyst IV,High,Silver,208878.84,23771.1,1.0,2633.62,754448.26,1336149.11,687439.04,210588.72,29931.91,505515.61,1.0,2.0,4.0,2.0,9.0
IND92575,Bobby Warren,85.0,41526.0,17-03-2011,Bruce Porter,share,Software Test Engineer I,High,Silver,151936.07,14982.66,2.0,91.72,563576.57,584228.51,179408.75,333930.3,28985.08,1044870.91,0.0,2.0,1.0,2.0,10.0
IND36120,Christine Butler,28.0,42476.0,15-12-2007,Anthony Berry,Australian,Recruiter,High,Silver,39515.03,2577.4,,2085.33,437736.34,426926.01,322465.39,92197.85,8560.84,501499.7,0.0,1.0,1.0,1.0,11.0
IND85936,Timothy Price,34.0,8631.0,11-12-2007,Adam Hernandez,Asian,Staff Scientist,Low,Gold,99114.16,17043.68,3.0,560.63,258295.96,127718.62,100171.47,169790.64,12330.98,330177.83,3.0,1.0,1.0,1.0,12.0
IND49172,Jean Cooper,41.0,37801.0,22-01-2015,Benjamin Kim,African,Graphic Designer,Low,Silver,492748.51,45816.45,1.0,2956.47,592003.55,398694.71,381105.24,166220.51,25316.24,152034.65,0.0,5.0,2.0,2.0,
IND34576,Patrick Howard,48.0,12878.0,01-10-2011,Steve Diaz,Asian,Web Designer II,Mid,Jade,133624.84,18375.55,1.0,1359.27,573098.95,292189.21,180469.81,171961.94,13279.72,264524.0,1.0,2.0,2.0,1.0,14.0
IND75884,Samuel Gomez,59.0,16449.0,13-09-2013,Patrick Graham,European,Account Representative III,Low,Silver,229363.28,10728.7,2.0,2386.75,1459530.8,156752.09,93163.98,57451.12,74635.24,2055429.68,2.0,4.0,3.0,1.0,15.0
IND41393,Barbara Smith,66.0,43140.0,30-09-2002,Mark Montgomery,Australian,Quality Engineer,High,Silver,82926.45,51430.5,2.0,6875.06,1387659.87,0.0,0.0,0.0,26394.71,1720882.44,0.0,4.0,3.0,1.0,16.0
IND67868,Philip Robinson,71.0,32461.0,07-05-2001,Joshua Ryan,Asian,Teacher,High,Jade,142846.08,27466.8,2.0,1542.69,261710.5,177967.69,201307.72,88633.74,2871.27,395005.87,0.0,2.0,3.0,1.0,17.0
IND82789,Charles Kelly,76.0,5401.0,16-12-2010,Paul Holmes,Asian,,High,Silver,436829.84,38715.6,2.0,2030.11,1200919.78,163502.98,173721.91,34029.06,57285.31,436274.5,3.0,3.0,3.0,2.0,18.0
IND77478,Ashley Greene,53.0,33467.0,11-01-2012,Keith Griffin,European,Social Worker,High,Gold,157640.31,21154.76,2.0,790.08,937720.91,875102.82,216967.64,536633.3,44400.56,348364.76,2.0,2.0,3.0,2.0,19.0
IND57043,Richard Knight,69.0,,05-06-1999,Jesse Evans,American,Professor,Low,Jade,243163.98,18336.0,1.0,758.48,425661.24,1860597.15,361782.78,818662.75,52488.81,2249791.49,3.0,2.0,3.0,1.0,20.0
IND68936,Thomas Hernandez,51.0,34019.0,12-11-2015,Nicholas Simmons,European,Accountant IV,High,Jade,75434.29,20579.97,1.0,161.12,452704.1,92375.97,49267.19,38322.83,19550.18,799505.79,3.0,1.0,3.0,2.0,21.0
IND44846,Jessica Thompson,47.0,5865.0,12-04-2015,Paul Holmes,European,Geological Engineer,High,Platinum,317895.34,37634.02,1.0,1540.11,378614.22,677452.1,512928.02,354791.34,19883.67,994680.55,0.0,,4.0,1.0,22.0
IND55021,Brandon Morrison,75.0,27514.0,18-12-2020,Dennis Ruiz,European,Tax Accountant,High,Jade,77686.01,13902.21,1.0,8330.96,1316597.15,952781.82,274963.88,313458.83,26215.07,584240.31,2.0,2.0,4.0,1.0,1.0
IND30407,Stephanie Oliver,81.0,18184.0,03-06-2018,share,Australian,Account Representative I,High,Silver,141027.44,30446.57,1.0,775.67,866004.94,309035.87,,61807.17,1484.08,1012817.01,2.0,3.0,1.0,2.0,2.0
IND15466,Karen Meyer,76.0,17561.0,20-12-2020,Jonathan Hawkins,Asian,Associate Professor,Low,Jade,121206.49,24852.28,,3497.84,542515.31,1065754.43,714682.38,280356.11,41697.7,546214.17,2.0,4.0,2.0,1.0,3.0
IND15083,Frank Ferguson,82.0,37501.0,02-03-2007,Joshua Bennett,European,Cost Accountant,med,Gold,140152.04,33774.78,1.0,7373.11,1208729.22,572741.07,123033.27,156634.08,1415.23,2288946.11,2.0,3.0,3.0,1.0,4.0
IND37063,Jesse Dunn,71.0,40024.0,12-03-2015,Shawn Wallace,Australian,Safety Technician III,Mid,Jade,197043.62,25437.06,3.0,4814.98,162005.83,834989.69,767287.82,256364.4,985.66,1541737.47,0.0,4.0,4.0,2.0,8.0
IND78066,Linda Long,76.0,16198.0,19-11-2000,Jesse Evans,American,Biostatistician I,Low,Jade,96486.38,15747.0,3.0,1159.31,522574.25,390366.08,327276.61,71054.51,5956.46,166342.01,1.0,1.0,1.0,1.0,9.0
IND87900,Joan Martinez,22.0,14466.0,10-08-2019,Patrick Graham,European,Senior Editor,Low,Jade,17987.51,12029.58,2.0,464.78,197326.48,201141.12,224960.46,45653.74,3402.01,367428.04,1.0,1.0,1.0,2.0,10.0
IND47950,Justin Hart,52.0,41420.0,02-05-2019,med,European,Office Assistant III,Mid,Jade,302672.57,57277.4,1.0,11512.75,1580709.52,205369.67,115957.02,19000.19,7278.56,3063954.52,1.0,5.0,1.0,1.0,11.0
IND84355,Brandon Davis,59.0,11844.0,14-04-2001,Nicholas Simmons,European,Administrative Officer,High,Silver,155402.53,12356.99,2.0,2494.44,456252.74,334449.4,162936.89,137667.38,38971.31,643943.04,0.0,1.0,2.0,1.0,12.0
IND45102,Lisa Alexander,21.0,30740.0,31-12-1996,Paul Holmes,American,Physical Therapy Assistant,High,Jade,43815.12,,1.0,2300.84,292482.63,375603.21,165100.31,193167.36,1639.38,254205.81,0.0,1.0,2.0,1.0,13.0
IND56828,Justin Miller,61.0,,07-12-2010,Dennis Morris,Asian,Accounting Assistant II,Mid,Gold,52253.84,25702.44,2.0,1879.73,377449.58,443691.73,395982.94,71372.35,26090.46,419656.85,1.0,1.0,3.0,2.0,14.0
IND28199,Wayne Lane,56.0,29082.0,09-03-2005,Anthony Torres,American,Accounting Assistant III,High,Silver,150041.26,41586.0,1.0,6302.45,1533133.75,1399795.68,675763.43,182456.13,3604.53,1156148.77,3.0,2.0,3.0,2.0,15.0
IND67109,Terry Watson,56.0,19730.0,23-01-2015,Douglas Tucker,African,Computer Systems Analyst III,Mid,Jade,,29076.8,1.0,2170.28,817889.66,175002.72,80653.43,69377.17,32342.6,166400.4,3.0,1.0,3.0,2.0,1.0
IND85846,Johnny Torres,28.0,18570.0,30-10-2005,Shawn Long,European,Professor,Mid,Jade,57359.09,9176.4,1.0,645.54,788268.61,172941.29,,21713.74,5011.18,359030.72,2.0,1.0,3.0,1.0,2.0
IND76900,Jose Fox,70.0,31088.0,15-10-2004,Jason Duncan,European,Web Developer III,Low,Gold,384040.15,12587.12,2.0,9060.28,276335.09,549058.65,328408.91,193966.51,82736.26,2431103.98,0.0,4.0,3.0,1.0,3.0
IND87656,Carolyn Rose,27.0,28760.0,30-09-1996,Nicholas Simmons,Australian,Food Chemist,High,Silver,159512.38,6399.12,1.0,2280.38,358797.5,385891.92,264739.81,211567.49,10801.22,683194.37,1.0,1.0,3.0,2.0,4.0
IND76306,Louis James,21.0,3257.0,30-06-2018,Patrick Graham,Australian,Developer IV,Low,Jade,61901.37,3418.72,1.0,3705.89,496453.44,616815.0,253485.61,177439.93,10925.59,1287514.29,0.0,2.0,3.0,2.0,5.0
IND42135,Kevin Kelley,30.0,1037.0,04-05-2013,Victor Ramos,European,Environmental Tech,High,Jade,84406.75,15039.0,2.0,1801.68,82289.14,357419.79,137469.15,240571.01,3804.49,257335.65,0.0,2.0,4.0,2.0,6.0
IND15894,Kevin Medina,43.0,35162.0,30-08-2017,Bruce Porter,Asian,Human Resources Assistant IV,Mid,Jade,343263.8,34554.55,1.0,479.43,400443.08,380432.81,121933.59,190216.41,8338.29,519790.46,2.0,3.0,4.0,1.0,7.0
IND81866,Mark Nelson,47.0,42849.0,03-06-1995,Jeremy Vasquez,European,Safety Technician I,High,Jade,281200.91,50842.89,1.0,2473.13,824738.55,48331.62,33621.99,40066.21,45966.17,787864.56,1.0,3.0,1.0,1.0,8.0
IND69783,Judith Greene,26.0,23006.0,04-06-1999,Joshua Little,Australian,Legal Assistant,High,Gold,39080.45,20456.92,2.0,3261.39,236826.23,118416.32,82084.04,51955.16,33963.64,167237.88,2.0,2.0,2.0,2.0,9.0
IND67788,Shirley Henry,40.0,26807.0,22-11-2009,Gregory Simmons,American,Computer Systems Analyst II,Mid,Silver,35113.5,37779.5,2.0,391.75,,207152.25,314871.42,97444.42,2637.25,602095.75,2.0,2.0,3.0,1.0,10.0
IND29999,Jerry Oliver,19.0,17244.0,03-03-2020,Todd Roberts,Asian, n/a,High,Silver,141689.81,47517.47,3.0,8732.91,775554.87,1838008.12,835458.24,362031.9,63127.59,2498273.59,0.0,3.0,4.0,2.0,11.0
IND50590,HIGH ,51.0,16018.0,2013-07-29,George Lewis,,Web Designer II,Low,Silver,124471.99,23768.64,1.0,1295.75,689147.83,532977.58,197537.15,145394.79,7110.93,329405.08,1.0,1.0,1.0,1.0,12.0
IND64905,Angela Pierce,31.0,9146.0,04-02-2018,Jason Duncan,Asian,Paralegal,High,Gold,467025.8,61694.34,1.0,1953.0,1176441.07,1076630.5,578688.89,728744.27,70580.3,1186496.23,3.0,5.0,1.0,2.0,13.0
IND50588,Nicholas Watson,68.0,15326.0,08-08-2014,Gregory Simmons,European,,High,Silver,59563.84,8380.4,1.0,3084.29,238085.63,925053.09,260171.18,383897.03,19083.78,1244783.62,3.0,1.0,1.0,1.0,14.0
IND24058,Barbara Harper,41.0,4853.0,03-01-2000,Steve Diaz,Asian,Budget/Accounting Analyst IV,High,Gold,304960.67,53267.68,2.0,4115.74,1029192.08,437621.19,256054.95,125699.7,32226.87,1302186.45,1.0,2.0,2.0,2.0,15.0
IND87992,Walter Matthews,36.0,31048.0,29-04-2020,Anthony Torres,European,Geologist I,High,Jade,276516.44,12269.25,1.0,6397.15,427468.36,346860.26,81759.92,190897.02,46466.41,1569491.66,1.0,2.0,2.0,1.0,16.0
IND90735,Jerry Graham,80.0,41318.0,29-07-2014,Victor Ramos,European,Staff Accountant IV,Mid,Jade,109051.93,20070.28,1.0,2548.47,314437.29,250159.57,73910.78,135256.73,38508.39,408638.42,0.0,1.0,3.0,1.0,17.0
IND18126,Susan Thompson,63.0,1454.0,05-03-2021,Roger Alexander,Asian,Research Assistant III,Mid,Silver,76166.25,4898.79,1.0,267.87,1364588.66,61344.46,44443.44,9802.6,71470.27,1595668.78,0.0,3.0,3.0,1.0,18.0
IND95672,Kenneth Freeman,55.0,26233.0,08-06-2006,unknown,European,HIGH ,Mid,Silver,62219.79,47300.66,3.0,3792.74,471715.32,386699.09,526710.83,170814.32,30641.89,527962.84,3.0,2.0,3.0,1.0,19.0
IND59778,Lillian Nelson,79.0,38454.0,03-02-2010,Raymond Alexander,African,Professor,High,Silver,155343.56,60272.1,2.0,1152.71,565486.31,114149.55,90118.07,27335.81,61536.92,1850387.41,0.0,3.0,3.0,2.0,20.0
IND74622,Richard Edwards,49.0,32157.0,07-08-2005,Victor Martinez,Asian,Safety Technician I,High,Jade,347462.05,42715.2,1.0,2469.83,160930.65,495285.81,381427.0,193503.04,53395.24,464353.24,1.0,4.0,3.0,1.0,21.0
IND40781,Phillip GoPKRales,81.0,611.0,12/02/2021 00:00,Jerry Green,Asian,Mechanical Systems Engineer,High,Jade,94766.64,7822.8,1.0,4469.98,1202896.82,1009283.79,205010.77,431784.22,13635.16,1336414.08,3.0,2.0,3.0,1.0,22.0
IND39173,Eugene Austin,40.0,37837.0,28-07-2007,Adam Hernandez,European,Data Coordiator,High,Silver,354296.33,10313.28,1.0,1654.13,403093.76,866009.64,546410.84,353723.7,28919.12,1267574.31,1.0,2.0,3.0,2.0,1.0
IND41835,Joseph Burns,31.0,30634.0,CLICK ,Mark Montgomery,African,Staff Accountant IV,High,Jade,373681.17,48392.1,1.0,12379.01,742802.94,469244.54,153014.52,140263.31,105409.78,2991211.69,2.0,4.0,4.0,1.0,2.0
IND13004,Ralph West,83.0,28861.0,28-12-2014,Shawn Cook,European,Web Designer III,High,Jade,358008.0,16942.5,1.0,4027.82,568206.05,424237.27,507799.15,67492.29,28909.49,695986.83,1.0,3.0,4.0,2.0,3.0
IND69109,Cheryl Gordon,49.0,14875.0,03-08-2008,Victor Ramos,,,High,Gold,317479.68,49484.82,1.0,2589.71,119431.69,859290.28,478213.72,266305.26,51445.78,676196.14,0.0,2.0,1.0,2.0,4.0
IND95810,Jimmy Andrews,75.0,36140.0,13-07-2002,Paul Holmes,American,Administrative Assistant I,High,Gold,220526.63,31535.25,1.0,88.03,294138.47,1100759.21,275189.8,525118.59,68948.57,869131.65,3.0,2.0,2.0,2.0,8.0
IND81099,Denise Hayes,48.0,10026.0,16-02-1999,Mark Montgomery,European,Accountant II,High,Jade,312028.6,28002.51,1.0,4229.79,343720.88,612080.1,338254.79,509154.0,43799.94,991953.22,1.0,3.0,3.0,2.0,9.0
IND76632,Christopher Harper,28.0,5139.0,10-11-2010,Adam Hernandez,Australian,Software Engineer II,Low,Jade,253368.19,8391.75,3.0,3024.21,1765195.19,2087859.95,677876.61,711770.44,89738.74,884619.92,1.0,2.0,4.0,1.0,10.0
IND55460,Mildred Hall,39.0,6553.0,22-09-1996,Victor Martinez,American,Human Resources Manager,Mid,Jade,256652.08,21247.05,1.0,2448.02,857452.21,342515.25,187830.94,317213.32,21356.26,670331.46,1.0,3.0,1.0,,11.0
IND64186,Timothy Austin,25.0,6819.0,23-05-2008,Phillip Peters,European,Geologist I,Mid,Silver,155456.35,56270.88,2.0,11374.73,850612.73,2918088.55,1266340.31,534799.37,96425.36,426597.13,3.0,2.0,1.0,2.0,12.0
IND65738,John Torres,41.0,11470.0,25-07-1995,George Lewis,European,Help Desk Operator,Mid,Jade,110274.57,17670.6,1.0,2629.15,488286.58,660940.82,468166.41,79312.9,35583.41,734974.13,1.0,1.0,1.0,2.0,13.0
IND38016,Todd Russell,48.0,10983.0,29-08-2013,Ernest Rivera,Asian,Design Engineer,Mid,Platinum,75703.68,30983.2,1.0,1499.65,462891.04,1781157.8,1274449.12,187942.86,72572.38,2054733.06,2.0,3.0,2.0,2.0,14.0
IND97456,Robert Sanchez,64.0,12707.0,03-11-2018,Jeremy Vasquez,European,Research Associate,High,Platinum,184290.87,36991.36,1.0,2351.04,386783.04,489242.88,241359.82,104306.58,18244.8,287864.64,0.0,2.0,2.0,2.0,15.0
IND94167,Larry Phillips,60.0,14880.0,01-01-2020,Carl Nguyen,European,Financial Analyst, impression,Gold,302653.21,,1.0,6911.62,1027643.33,605550.52,208995.31,392268.12,35796.95,224344.6,2.0,2.0,3.0,1.0,1.0
IND54473,share,44.0,5299.0,20-01-1999,Victor Ramos,European,Computer Systems Analyst IV,High,Gold,211242.43,28260.6,1.0,2778.24,616290.21,696707.01,443359.0,396851.55,44530.06,1336291.03,0.0,5.0,3.0,1.0,2.0
IND32547,Wayne Hart,17.0,29676.0,30-05-2021,Adam Hernandez,WED,Help Desk Technician,High,Jade,123939.66,43769.35,1.0,1731.52,1876810.69,3498983.55,941105.92,986230.74,94340.84,2627767.21,1.0,5.0,3.0,2.0,3.0
IND78611,Peter Porter,40.0,10300.0,02-06-2012,Roger Alexander,Asian,Chief Design Engineer,Mid,,52433.52,15258.24,1.0,1205.98,184632.03,46784.32,55657.21,26755.79,1485.82,279016.73,1.0,1.0,3.0,2.0,4.0
IND15955,Susan Dunn,20.0,2035.0,08-12-2011,Jason Duncan,Asian,Programmer Analyst IV,Mid,Jade,175521.36,9585.66,2.0,3226.24,214473.24,1065362.14,532681.07,288300.04,23692.05,1671865.9,2.0,4.0,3.0,2.0,5.0
IND15581,Jonathan Hunter,35.0,28131.0,,Douglas Tucker,unknown,Financial Advisor,Mid,Silver,352957.97,64102.72,1.0,4321.77,882153.62,,161013.35,98288.15,18318.87,2186957.29,2.0,4.0,3.0,2.0,6.0
IND29679,Lawrence Harrison,33.0,19132.0,29-09-2013,Gregory Simmons,American,Software Engineer III,High,Gold,274096.63,11739.91,2.0,4556.65,290026.74,484808.7,239256.24,249833.89,59326.17,480522.54,3.0,4.0,3.0,1.0,7.0
IND30445,Beverly Carter,37.0,9034.0,09-10-2004,James Castillo,Australian,,High,Silver,271874.74,22229.62,1.0,5568.79,999814.28,941401.35,460468.05,365816.29,33233.14,433363.69,3.0,2.0,4.0,1.0,8.0
IND90272,Betty Meyer,45.0,28631.0,24-04-2009,,Asian,Database Administrator III,High,Gold,175522.51,63412.96,1.0,4634.56,938338.98,1065811.13,317475.66,955148.19,66724.53,250774.57,3.0,4.0,4.0,1.0,9.0
IND25035,Carlos King,65.0,20905.0,20-10-2021,Victor Ramos,Asian,Research Associate,Mid,Jade,268391.4,42700.95,,4490.67,1176709.84,1827640.07,609213.36,649827.58,23319.15,1900317.77,1.0,5.0,1.0,2.0,10.0
IND25593,Anna Reed,56.0,7445.0,17-02-2015,Phillip Peters,American,Systems Administrator IV,Mid,Gold,147925.26,70885.8,2.0,4771.44,1070645.76,699992.06,533743.95,208160.14,32094.0,1732155.84,1.0,4.0,2.0,2.0,11.0
IND79190,Annie James,63.0,24920.0,14-09-2000,James Castillo,Asian,Research Assistant I,High,Jade,60986.65,24094.8,1.0,2322.57,668879.54,1073972.86,772506.79,181444.89,33764.54,310784.09,2.0,2.0,3.0,1.0,12.0
IND31341,Joseph Kennedy,45.0,5971.0,02-10-2000,Frank Brown,unknown,Budget/Accounting Analyst III,Low,Gold,204585.56,53799.56,3.0,43.68,350035.96,359180.23,216492.19,181853.44,27853.0,,0.0,2.0,4.0,2.0,13.0
IND49233,Kenneth Perkins,48.0,24729.0,08/04/2005 00:00,Raymond Alexander,American,Computer Systems Analyst I,High,HIGH ,294392.38,29599.72,1.0,125.19,,243942.32,197677.39,180559.37,28223.1,1004235.85,3.0,3.0,,2.0,14.0
IND82834,Brandon George,37.0,25799.0,02-12-2020,Roy Rice,European,Analog Circuit Design manager,High,fri ,165050.63,13828.65,1.0,6542.43,243394.58,2069961.1,680725.46,786446.29,79502.08,1209823.83,1.0,4.0,1.0,1.0,15.0
IND64549,Roger Hunter,77.0,21326.0,12-09-2013,Joshua Bennett,European,Human Resources Manager,Low,med,295482.46,53716.96,1.0,2226.59,274761.43,116494.45,124010.22,60689.85,175.14,564437.39,3.0,4.0,1.0,2.0,16.0
IND63160,Clarence Baker,84.0,3296.0,11-03-2002,Shawn Wallace,Australian,Web Designer IV,Mid,Jade,93650.66,8067.48,1.0,7483.6,1489763.76,385805.43,246662.49,64701.47,23952.58,1116161.14,1.0,2.0,2.0,2.0,17.0
IND99412,Robert Lane,55.0,40601.0,09-03-1996,Donald Reynolds,European,Database Administrator III,,Jade,77959.98,5382.4,2.0,2690.25,671360.68,2253058.98,952635.68,699355.56,60745.48,2207401.86,0.0,2.0,2.0,2.0,18.0
IND41977,Billy Gutierrez,75.0,8858.0,26-11-2017,Chris Armstrong,Australian,Human Resources Assistant III,Mid,Silver,116049.97,43763.58,2.0,646.38,278395.58,170837.1,66057.01,121294.34,5379.89,,1.0,2.0,3.0,2.0,19.0
IND54849,Kevin Harris,79.0,34339.0,,Paul Holmes,Asian,Engineer I,Mid,Jade,116714.92,13955.7,1.0,2723.74,516023.37,880569.59,352227.83,185658.16,65938.32,2117997.04,1.0,2.0,3.0,2.0,20.0
